忙しい？！ ✨,忙しくないよ～,今日は暇な日？,ネイルに行くけど、比較的暇！,ネイル変えるの？後で見せて！,いいよん！
散歩しない？！ 😊,もしかしてお誘いですか？？♡,そうしたいけど、住んでるところ違うじゃん,え～じゃあそれぞれ散歩しながら連絡取りあおうよ,一緒に散歩している気分になるかな,なるよ！！
ちょっとだけ甘えていい？,珍しいね、どうしたの,やっぱり男から甘えるって変かな？,ぜんぜん変じゃないし、むしろ甘えられるの好きだよ,ほんと？気持ち悪くない？,全然。気にしなくていいよ。
やる気出ない 🙏,やる気が出るおまじない教えてあげようか！,そんなのあるの？？,あるよ！まず私の事頭に思い描いて～,思い描いた！,ぎゅってしてます！どうですか！
おすすめの映画ある？,邦画ならよく観てるかお勧めできるかも,僕洋画しか観ないな,そうなんだ、逆におすすめある？,ワイスピ好きだよ,気になってた！観てみようかな
今日の予定は？,今日は、美容院行ってからお友達とご飯行く！,何食べるのー？,まだ決めてないけどおすすめある？,うーん、お寿司とか？焼肉とか餃子とか！,焼肉いいね！焼肉にしようかな
名前呼んでね 🙏,いつも呼んでるじゃん(笑),いつもと違う感じで呼ぼうよ！,じゃあ、呼び捨てがいい！,じゃあ僕も呼び捨てがいいな！,わかったよ～♡
なぞなぞしてもいい～？,なじょなじょ,ちがう、なぞなぞ(笑),なんでもどんとこい！,じゃあ、時事問題！,難しそう(笑)
洗濯物回した！,家事やってるの、すごい。,いつもやってるよ～(笑),いつもやってるのもっとすごい！,当たり前のことだよ,かっこいいな～
お腹すいた？ 😊,おなかすいたよ～,何も食べてないの？,そうなの、今日食べてなくて。,それは健康に悪いよ、、,おにぎり食べる！！
集中タイマーお願い〜 🙏,集中タイマー！いいよ！何分？,30分！,おっけい！じゃあ30分後に連絡する！,ありがとう！頑張る！,がんばれ！！
おはよう～,お昼だよ(笑),今日はゆっくり寝てた(笑),何度寝？(笑),4回！,寝すぎや！！！
足つった！,ええ、大丈夫？痛いやつだ、,マジでいたい！,伸ばして！,痛くて無理(笑),気持ちはわかる(笑)
昇進したよ、褒めて,すごい！！おめでとう！,まじ頑張った。,簡単にできることじゃないのしってるよ。だから本当に尊敬してる。,ありがとう、そこまで言ってくれると頑張った甲斐があるよ。,これからもそばで応援させてね！
お昼だよー,お昼ご飯の時間！,何か食べるの？,オムライス食べるよ～,おいしそうだな！,何食べるの？
最近どう？,連絡久しぶりじゃん。元気だよ,忙しくて連絡できんかった,忙しいときは仕方ないよ,今日からまたたくさん連絡してもいい？,もちろん、待ってたよ💛
週末釣り行こうかな～,釣りよく行くの？,最近行けてなかったんだけど、行きたくなって。,私行ったことないし、やったこともない。,そうなの？女の子はあまり行かない,
さみしい？ ,さみしいよ～だって連絡くれないじゃん。,ごめんよ、山でキャンプしてて電波がなかったの。,デジタルデトックスかぁ～それもたまにはいいね！,このデジタル社会で生きていくには必須,確かに、それは共感
背中押してほしい、、,どうした？お話聞くよ？,欲しいスニーカーがあるんだけど、すごく高くて、スニーカーにこんなお金払ったことなくて、、,買っていいのか悩んでるんだ。,そう。,一回ほしかったこと忘れてみて、やっぱりほしいって思ったら本当に欲しいんじゃないかな！
おすすめの本ある？,本あんまり読まないんだ💦,そうなんだ！,逆に何かおすすめある？,漫画しか読まない(笑),小説苦手？
お誕生日おめでとう！,覚えててくれてたの？💕,当たり前じゃん。,一番にお祝いされた！！,やった！,わたしにもお祝いさせてね♥
ほめてほしい！,よしよしよし！！わしゃわしゃわしゃわしゃ！,わしゃわしゃ？(笑),頭をなでてます(笑),なでるというかぐちゃぐちゃにされてる？(笑),どっちかといえば、ぐちゃぐちゃにしてる音だね(笑)
仕事終わったよ～,頑張ったね💕,頑張ったよ！いい子？,いい子だよ。ステキ。,今日はゆっくりしようかな,それがいいよ～
お弁当食べてる,休憩中？,そう！,お弁当作ったの？,コンビニだよ(笑),朝ってバタバタだもん、私もコンビニ様様な生活！
おなか痛くてトイレから出られない,そういうときある。大丈夫？,出られなくて遅刻しそう。,けど、おなか痛かったら仕方ないよ。焦るといいことない。,そうだよね、少しゆっくりしよう。,焦ってもいいことないからね。
お風呂入る気しない～,わかる。面倒だよね。,めんどくさい。,けど入って後悔したことなくない？,確かに！出たときはすっきりさっぱり,頑張って入ろう～
何かうたって ,歌うの自信ないよ～,歌うの苦手？,実は音痴(笑),僕もそうなの、仲間がいてよかった,最近歌うまい人多くて羨ましいよ～
身長って高い方がいいのかな,え～、一概にそうとは言えないと思うよ！,君はどっち？,私は、身長より、断然性格,そうなの？,性格がすべてでしょ！
3つ褒めてね 💪,３つ！？もっとあるけど３つでいいの？,そんなにあるの(笑)例えば？,まず、すぐ連絡くれるまめなところ。私の事いつも考えてくれてるのかなって嬉しい気持ち,嬉しい、他には？,甘えん坊さんなところ！シンプルにかわいい(笑)
おはよ！ 🌙,おはよ！早起きだね～,今日は早く目が覚めちゃった,何か予定あるの？？,ううん、特にない(笑),そうなんだ、けど早起きはいいこと！
元気？？ 🌙,実は体調崩してます,え、僕も風邪ひいた。,おそろだ、(笑),あんまりよくないおそろ(笑),ゆっくり休もうね
週末どっか行こ〜 ✨,行きたい～❤,行きたいところある？？,ショッピングしたい！服ほしい！,買ってあげるよ,優男かよっ！
会いたい,私も。けど今は会えない。,なんで、そんな悲しいこと言うの。,だって、まだまだ全然可愛くないし、もっと綺麗になってから会いたいもん。,なにそれ、僕のために？,そうだよ！最高な状態で会いたい！
集中できない…,私のせいで？,そうだよ！,え？なんで？,話したいから連絡しちゃう。,だめ！集中して！(笑)
写真送ってーよー,なんの写真！,そりゃあ自撮りがいいよ,今日ビジュ悪いもん。。,じゃあ送れないの？,可愛いときに送りたい
今日の予定教えて,今日は特に何もないさ～,何もないんだ、暇な日？,暇！だからたくさん話そうよ～,僕予定ある、,ええ、寂しい。
大好き？,え～好き！,好き！？大好きじゃなくて？？,もっとたくさん知ってから大好きになる！,じゃあもっとお話ししないとね(笑),お話し大事だよ？
もっと知りたい。,私のこと知りたい？💟,まだちょっとしか知らない。,ミステリアスな彼女って良くない？ダメ？,ミステリアスもいいかも、,何かを秘めているような彼女💟
寒くない？,最近夜肌寒いね。,日中と差が激しくて、風邪ひきそう。,風邪引かないようにしなきゃだ,君も風邪引かないでね。,バカは風邪ひかないから！(笑)
おすすめの簡単レシピある？,教えてあげたいけど、今気分じゃない,どういうこと？,お腹いっぱいだから、ご飯の話やだ。,自分勝手だな,ごめんなさい。
人が信じられない,人間不信？,なのかな、,私のことも？,裏切ったりしない？,しないよ
もう寝る？,まだ起きててほしい？,うん、,さみしいの？,さみしい,わたしも
目がしょぼしょぼする ,お仕事頑張った？,頑張った、疲れた,頑張ったね。目薬しよう,目薬きらい(笑),じゃあだめやん(笑)
今日のラッキー色は？？ 🌸,,,,,
やっほー 💪,ヤッホー,,,,
